99999 99977
1 733657408 876438829
1 327733810 74073762
1 213150213 412906695
1 794150104 669931823
1 438385477 75802729
1 276052668 845492134
1 734378775 115552116
1 926440605 76302416
1 65755387 344194751
1 816460611 980468394
1 73462602 30338436
1 114880695 212042212
2 201440527 969688195
1 78048639 443945934
1 458513664 67825412
1 755664964 35740168
1 695978242 755866663
1 109206971 929000568
1 929439119 80203333
1 360124538 4192920
1 215105275 852357602
1 755051311 459492432
1 680688886 692719433
1 44255863 778947579
2 333875644 866157675
1 616469867 193436472
2 445465893 610248787
1 722703702 106590660
1 710012251 402254756
1 877564344 99220590
1 193329795 151106654
1 87777801 107719565
1 301754142 18468958
1 899726387 62006360
1 570973155 34376220
1 26199943 694251522
2 636539219 344102957
1 841044266 486592686
1 688455703 26088863
2 25114914 992543364
1 889578974 165644182
1 992632039 513709577
2 395236850 371796357
1 251195367 680661745
1 882546725 293257246
2 64714631 825056413
1 723400536 80861463
1 591358929 415201387
1 171701579 717900332
1 979316245 846437685
1 62466702 905840778
1 54781962 242929349
1 520806218 46760754
2 328708264 271852964
2 563131961 391414776
2 53169790 271463378
1 652818398 424862663
1 52211469 783305016
1 528468761 129585782
1 913571777 40263636
1 950718409 91461314
2 27713340 360111137
1 266729643 919717190
1 70897919 875384195
1 994910019 937992369
1 410026718 837004781
1 198285690 485950264
2 877217902 719020837
1 440949307 861915530
1 821294056 611799923
1 719588215 284208179
2 510794166 425410903
1 806966988 334936511
1 79828274 82478899
1 184919491 533048028
2 239520146 23717922
1 613245365 40827602
1 300163378 199785821
1 300374498 807617436
2 731135211 288063143
2 451244971 102448618
1 924954202 864130959
1 27687666 490134710
1 693845909 424967931
2 758110356 333254219
1 147063961 536271986
2 53148621 63159642
2 921840473 71295184
1 736498346 24938492
2 473460634 25963503
1 933239304 525403218
2 384446363 759212765
2 107376600 230726229
1 780851622 293622715
2 337576345 786813619
1 266674350 197429161
1 328352524 735381725
1 482992894 966362376
2 38984281 19277010
2 860238869 174759679
2 665236088 616043312
1 726655674 955391007
1 874006450 431238248
1 961687041 112170765
2 999853631 480438442
1 146686635 637004845
1 54299993 732410954
1 934853294 881929384
1 316388900 171710906
1 972389374 390633726
2 934863826 265962130
1 973264244 269209709
1 435647438 947716421
1 36810906 791563962
2 886537618 589181418
1 464456106 803695275
2 749369669 457415806
2 822408133 8739239
2 668470295 493290608
2 355671871 123124874
1 884843223 28772064
2 722367489 898309710
1 996637170 108469590
1 38812607 74414317
2 734158879 360222269
1 82702501 351993276
1 235092089 970312990
1 405202546 361524563
1 115856124 219186817
1 211142630 31197566
1 83610372 223690575
2 996374514 136461139
2 455756927 625481818
2 854323064 325051384
1 488340400 2087613
1 607418765 897409164
2 363940248 503300058
1 169978134 462226206
1 937489294 88024797
1 520329828 630008612
1 716456855 549553256
2 634482451 135741533
2 21437490 670125381
1 156425963 324154791
1 788806335 51519414
1 948107647 309540967
1 605682849 639156363
1 572627929 283380496
1 696339447 384188157
1 864532873 329640909
1 110300649 544620382
1 914755598 461906713
1 765578548 504127059
1 917288429 81524390
1 19323671 88864956
1 90220672 215379522
2 8353363 247008395
1 999508116 908797356
1 476234290 398159661
1 291570062 7833227
1 374251696 861631187
1 144932743 431134481
2 356821961 332356103
1 734455069 43320305
1 525174830 455578640
2 354786878 133949405
2 980955869 693332264
1 976791112 563221716
1 932745562 817016012
1 206224075 116905914
1 363110299 439249097
1 424346615 993345196
1 28255241 877906656
2 867386855 844854727
2 504754853 854408721
2 709897178 970211561
1 949989999 733976326
1 12511740 624395352
1 135919447 268523899
1 584926618 474511338
2 824017525 933481750
2 432397522 13469384
1 262373529 927974612
1 966006019 479768591
1 910253070 97329909
1 507596702 372724630
2 202260703 722000698
1 831249824 80163164
1 607991041 778233661
1 915898891 349879341
1 357485871 398768169
2 1799027 757432887
2 645056265 756174377
2 309845302 69630386
2 533278973 370440280
2 458490819 683869497
2 29978146 331526424
2 432671696 326544508
1 978790182 801852854
1 785514996 214054594
2 796678157 2224232
2 504878142 572021875
1 751990715 766684410
1 63537853 374301390
2 177551555 254199202
1 979988862 266209722
2 30251992 639088852
1 348325214 261449976
1 187824527 758842777
2 934150973 22459994
2 2461467 6160085
2 52294064 23995534
1 4322573 428018991
1 771826622 288808074
1 848286365 5004122
1 299527921 464099679
2 544630756 33812578
1 856938829 191057152
2 393016803 921193496
2 126437183 168407798
1 855014983 423737204
1 527496222 609486916
1 95956928 573827155
1 907721521 144753737
1 145905535 600980449
1 101843015 717043602
1 186388199 240798198
1 759737188 112637301
2 551102810 80936737
1 90216044 930575304
2 405476097 871150348
1 967244369 817880571
1 589720132 789227619
2 740361146 729530104
1 566965824 609662229
1 251454234 90977189
2 71326503 281639473
2 20899190 5830447
2 834508803 373753464
2 73194695 261066290
2 49064320 783284370
1 110063159 641071824
2 960719997 684426364
1 144803926 620612231
1 344318399 638386975
1 748208469 268480229
1 36871156 11207134
1 941575527 45866124
2 384754224 283960229
2 259398685 114873963
1 325185202 41808399
1 709242903 711229871
2 506496255 57381077
1 39793160 374699412
1 874806831 998339833
1 269601370 792708998
1 511327866 805372215
1 10535986 423131157
1 44189901 463302823
1 241041211 818453613
1 203944835 316941233
2 632491061 26188155
1 273625155 55491858
1 868530234 941294179
2 639300733 866733590
1 725819217 136465159
2 679961480 352108673
2 377123129 84186806
1 848780196 862370798
2 12202357 867046212
1 188027325 226806538
1 48176516 894348071
1 192086830 735430369
1 153700933 976237237
2 2452888 423499323
2 488656319 869287305
1 774455482 374901507
1 4981638 122011280
2 399537230 988344088
1 865567111 532209799
1 693460698 393177595
1 723521302 170113400
2 100971784 313671136
1 239013299 95074981
2 136372653 88601131
1 715244407 292271121
1 706097817 184355575
1 525846911 806804350
1 731840741 53982549
2 201412686 708785930
1 72017519 10643503
1 809717013 102945030
1 481115467 624701492
1 397114428 715995098
1 100090485 534064372
1 777636830 156726168
1 36964621 434589742
2 193046391 475881498
1 428455849 337764330
2 53740203 268460081
1 864666018 419925277
2 261963799 484093443
2 603805047 84171432
2 593683468 829022714
1 257708128 973474944
2 192669793 943354922
2 36540202 98335619
2 226090509 4613220
1 928835580 673941595
2 905126777 484564269
1 338164717 292668657
2 26746168 137236862
1 599553687 705545685
1 801427619 369537127
2 999710675 225260597
2 471432493 91714646
1 64818355 66356965
1 867569429 972913720
1 988797498 136583331
2 551830176 775380286
1 4508249 46686807
1 704904830 815680958
1 405842463 586212769
1 33373724 418947401
2 21918991 965756678
1 970186427 79946918
1 637634702 576016562
1 379709334 246356232
1 830868777 118357176
1 304752497 226718984
1 471940905 46660542
1 663384558 562149660
1 893721806 74744902
1 795406913 318284216
2 661125337 246127959
2 9785786 53926708
1 383314820 68722387
2 146525314 634692936
2 203363293 280383074
1 137968647 349689947
1 352790829 153113636
1 30060201 563141162
2 850814064 331346853
1 326028493 330098354
1 69502981 698476277
2 174788445 704744597
1 63492038 604288685
1 53348906 134382343
1 659025239 664024294
2 105771681 735666498
1 217143398 954373933
1 447351625 298513228
1 594714229 766132243
2 744935691 97475205
1 16466778 879231030
1 206596699 937146541
1 670713472 539660801
1 238605613 892568742
2 189855612 890055089
1 880755906 52711949
1 694370854 864805380
1 845784478 698440831
2 433321869 723605306
2 944675867 820694398
2 834825827 52503469
2 391063851 310183937
1 287087354 828887516
2 325619238 687179088
1 938288077 835290218
2 574842413 640486016
1 892509873 33139794
2 741840525 971132840
1 954119069 411779112
1 587427141 698612106
2 722511081 371198229
1 318872867 324576404
1 877867646 108871432
1 74655303 394206251
1 13432017 59105362
1 563469866 628133170
1 806367521 642607808
2 520092969 737065271
1 304917698 648747122
2 364277175 723581206
1 814335957 631146968
1 352156660 232053488
1 164852618 217024674
1 575432575 969404162
2 922184989 773629724
1 582197602 852579660
1 794048530 903239830
2 168608491 64956422
2 777188478 211208692
2 698914644 70356265
1 645932284 447040181
1 638587861 415890699
2 408266777 322447452
2 657097184 116953545
1 341752635 110759298
1 161511851 110349949
1 457781665 650020101
1 25002031 95318783
1 899059380 589037946
1 486917762 359625795
1 360490448 504569927
1 653490223 978807203
1 76359849 125223462
1 76839167 591186500
1 574677156 10495264
1 744913355 722074053
1 733430316 165810
2 910142784 243753107
1 176401275 41774643
1 917024667 90927397
2 81616145 66455738
1 995244246 112894617
1 765827321 390287576
1 352837680 733516971
1 158873543 865463980
2 388952621 979458257
1 512560509 840545224
1 594352967 136852750
2 692868802 389621180
2 803366508 951211267
1 253486261 883516626
1 964774204 104006709
1 974764177 856263523
1 56395921 805955920
2 123889707 302651606
2 92472124 986784796
1 943057821 543482687
1 471565257 28111900
1 314610381 551934553
1 647266947 610906174
1 73294681 355573836
1 112071116 236088193
1 533167911 296799824
1 795086552 376427830
1 637583686 73095719
1 44379056 494947261
2 220384757 744803471
1 686892196 872535547
1 154262155 671277156
2 711407980 592457011
1 18672755 886337979
1 962309696 839715115
1 927333239 46416525
1 68272756 703942594
2 706224909 172907172
1 219335923 296919609
1 647893049 41879184
2 499506151 686303734
1 353810641 113224744
1 835019452 366296619
1 145127122 757600109
1 670845131 397948545
2 175226532 625221865
1 781708802 22366515
1 424994389 350086001
1 496984163 248924358
1 308770833 983877657
2 36731527 457441109
1 468056364 183689365
1 977164525 42217997
2 29833386 484502260
1 354558055 583088538
1 245868090 339430380
1 196063897 798980959
1 555193319 317666218
1 467858465 5084519
1 822554749 325430704
1 303224015 307325774
2 184007782 35318972
1 287495179 886246281
1 187229844 501423831
2 707633976 232776124
1 345754208 793203652
2 999654657 76744649
2 818800414 503348122
1 361282572 932896113
1 890225424 500132519
2 703794956 341897816
2 47154330 894337145
1 949000642 285722403
2 121840940 228762989
2 557453306 439540659
1 180065809 561593240
1 343797156 113285393
2 51860287 884966574
1 863504475 18203477
2 524547022 641427819
2 212802519 804643156
1 274755301 722502857
2 582477124 108054973
1 314154413 478414965
2 974649487 76152340
1 399856218 700103041
1 349931138 127905811
1 8453730 140897986
2 235733055 651105248
2 365775984 498765374
2 518671672 678668131
1 793141531 691693166
2 585297015 611827845
1 286055362 309562079
2 353604854 949529929
1 366653619 9769868
2 243746231 391589588
2 877418860 8576071
1 881109860 913670955
1 405572327 133982889
2 24175514 443454515
1 97067413 471922218
2 877981658 670566047
2 652387089 411281819
2 663780231 769774830
1 87661404 944413764
1 306791477 929096070
1 43611856 692540165
1 83198038 90549047
1 82370080 59960823
1 70145169 108816827
2 48683576 33592325
1 277210905 191649992
1 404804420 319693244
1 429654682 366219160
1 913141278 247317884
2 230023671 330252475
1 501378479 89749372
1 357450158 153044847
1 727125607 263620350
1 607450211 71417017
1 278030105 720537441
1 565812862 559182718
1 918999703 718597675
1 884391283 22951072
1 144022605 166830644
1 106142022 517536744
1 571404634 843792832
2 658583794 480087698
1 113452888 984693727
2 128579389 103715550
1 92453392 233482563
1 107768691 939675216
1 42800831 739523450
2 917710184 520488312
2 983582845 895244956
1 77462181 324764563
1 917980987 983928461
1 968621658 698161746
1 100619721 484494167
1 204968306 338549154
1 921783464 260628568
1 84064861 626857679
1 237420687 97848861
2 914340719 724464879
1 655852842 678134021
1 401518126 921524808
1 68834094 986889281
1 354205218 302429442
1 868422405 69474401
2 701032854 163889736
2 108045057 82569862
1 646605087 224443389
1 205261836 976940570
1 557192083 344132992
2 277258684 640166576
1 966848959 969180711
1 384673314 278610928
1 783404581 458553110
1 794372923 912862040
1 334572069 833554415
1 406383611 91352617
1 696721110 710852326
2 721489864 32968217
1 737024831 490658721
2 918765715 80928653
1 642867053 676331714
2 526080267 433851348
2 808218454 686467681
2 146058053 16866828
1 840261961 430315855
1 652779530 564586765
2 607749867 19789537
1 147153293 451717754
2 793119672 531330375
1 645918141 416360202
1 90026598 248545098
2 262532982 105912467
2 387201606 614920210
1 968724586 280588995
2 981655334 357317215
2 271820283 785779212
2 106727415 411797238
1 132776067 917805992
1 591397182 58119558
1 537611160 167063191
1 648076789 982513717
1 331787926 492124670
1 558325464 65514636
1 666674814 381412499
1 356745483 839968935
1 758512030 641738196
1 25752487 177835962
1 508864299 202390939
2 287297743 862906723
1 847811064 399533381
1 792995194 586712276
2 132033479 736074202
1 945593214 206159898
2 278973167 745216368
1 577979168 820319773
2 403789585 236209153
1 434426698 758092064
2 660238745 584583166
1 377330262 63482421
1 832105954 791259614
1 14848153 237782997
1 345611914 549152041
1 776925341 876611005
1 724052025 145535204
1 784826230 522866314
1 248324684 825216445
2 124195507 147264912
2 175901469 438491211
2 339999595 66692145
1 129910994 216185737
1 445428842 987532630
1 867030391 148731573
1 299517843 294718733
1 565166967 441043688
2 416664895 90201045
2 502156171 128033287
2 817502358 161757400
1 313807730 739659656
1 276972179 474349404
1 186174223 939470860
1 38731194 853589673
1 527794582 181572495
1 815906587 258921614
1 183660578 642312285
1 878856090 541780564
1 102042237 331926953
1 785736222 991737751
1 396464469 884057489
1 798791923 21067395
1 160153129 689607990
1 790187351 432913787
1 304573393 511485350
2 610182117 889404572
2 662425022 822118706
1 383029422 567005495
1 761983163 999012058
2 247341714 336825184
1 490944183 459690485
1 654691086 479853752
1 365672301 903648840
1 749993381 202725155
2 51580949 130595033
1 682132110 119643662
2 42602852 352552622
1 218944054 153228267
1 999346018 538921339
1 965405971 132180090
1 64799366 894692489
1 460700388 312873681
1 236474069 574930733
1 209412982 25774688
1 580403425 762617879
1 311941392 791393017
1 17452944 273853816
2 803957473 146141787
1 896079914 112298187
2 280177178 653676422
1 834778192 399385671
1 981226614 741754763
1 27583844 892682003
1 715106759 480809901
1 81692376 761712999
1 189746930 63436715
2 382613760 23425202
2 861255009 73155483
1 218764061 68548141
1 129513783 775689979
2 263021803 86097495
1 429783541 384468726
2 86124183 671122759
2 933222214 592676657
2 479685485 213314135
1 375976536 933729656
1 754678257 632024795
1 565739598 120813248
2 902612723 387553053
1 815509660 30220466
1 853543147 308909669
1 280539363 91447354
1 68107520 660261945
1 112202904 889522618
1 757081507 221258252
1 471736725 116995998
1 182224265 331541233
2 3042617 390634969
1 704316708 314027670
1 581363259 69183810
1 350873623 935865677
2 325745026 860835779
1 696127173 318487755
1 811150417 571845941
1 818092023 482322467
1 340247837 589423076
1 498044595 537230737
1 862948639 266202413
1 297925465 94404029
2 357477262 608581775
1 569613639 807310925
1 898321554 280319668
1 525946533 540689079
1 127054556 600156152
2 970874848 705799008
1 136291876 85487161
1 155861665 784437962
2 288875304 459687039
1 747627959 456288316
2 808632399 53706708
1 242901025 864092806
1 969936862 180475257
1 258448541 532694353
1 200019322 912837299
1 526223898 907395340
2 136781235 513187864
1 143483524 696430865
1 238522560 289675549
1 135924541 147117335
1 118671843 91314394
1 193055699 632321054
1 802845982 585643951
1 208587393 35002247
1 630473321 680791749
1 824454021 827219081
2 789691837 901765999
1 999678063 470129291
1 170628210 857656725
1 272624129 56611983
1 56303862 406203954
2 690788367 576467065
2 740855655 243786857
2 196109509 772603265
1 575082121 374291078
1 120645682 260393184
1 318732659 908562773
1 487793602 47483146
1 145162285 787058159
2 112522572 26753175
1 999239284 892526648
1 293677645 922758709
1 227724108 336202780
2 412208994 214316936
2 552760639 26781329
1 982901953 981889925
1 166914526 718795500
2 423615310 794225365
1 716481276 752975581
1 275007759 463575747
2 160419151 865672450
2 14990781 487448146
1 220102921 302953113
1 155932347 617885267
1 53546780 958061945
2 320919502 362632497
1 519086145 995243479
1 74594913 733736590
1 582989138 478044752
2 976449409 115186689
1 632637467 546371572
1 182932752 501664007
2 32178129 799418706
1 139623062 238155441
1 25936776 566171047
1 807983978 247618265
2 53933276 218470698
2 835400458 327413520
1 491705730 581130454
1 163493788 1488981
2 188975118 769472891
1 253977845 555634326
1 862483568 246710126
1 615386886 526149050
1 581169596 961773416
1 794302675 879687551
1 844226725 287089924
1 598406309 541895040
1 237337399 52532514
2 804586680 776784179
1 654132187 823856494
1 239036303 688724631
2 599069125 944425317
1 875646898 291981795
1 57359522 614307329
1 637365252 549359128
2 274270724 961130384
1 86749072 436213947
1 908568768 352048537
1 881233518 490002245
2 57605288 449929197
1 846990976 855721316
2 680249065 890582474
1 1873734 865549789
1 659670373 414868128
1 993328627 129340789
2 955454578 589863827
2 542045286 529491228
1 88060484 2278961
2 665453074 967959720
2 246568120 219932708
2 41520025 480832056
2 553486613 697829534
2 173605539 150996278
2 914764970 619421917
1 910358297 363891382
2 100885969 18862078
1 657637578 963925984
1 26309456 948879357
2 99500380 999082803
1 168566073 559058518
1 933414942 329867437
1 400723626 453265190
2 148671810 996607787
2 196284279 414995361
1 880368452 983223512
2 40449726 233712430
2 530279882 356841724
1 197899639 794547117
2 49852707 148802797
2 997294687 214918152
1 50254886 465774309
1 123000571 36823314
1 591978107 84307798
2 584418035 871196514
1 358848636 827923054
1 899927561 355191906
2 463715015 233080720
1 96897910 563547522
1 504545424 274997743
1 843792689 434697813
2 788191801 105959642
2 21043546 930033023
2 600997285 138755732
1 785546162 92366625
1 797619406 789410646
1 976405508 524826229
1 999320978 118074059
2 198179291 845185918
1 479901340 900726895
1 358343938 935398356
1 984618998 775494182
2 898021835 537909729
1 90253136 199475479
1 636640010 245118716
1 886133117 233184052
1 231597554 12700292
1 298765540 328642672
1 660364782 555403378
1 866942565 820123638
1 743988759 569279679
1 48007752 998393748
2 661179517 363752641
1 86369374 497080602
1 126958761 344634656
2 97121948 33986894
1 12417803 400101262
2 78961793 113444752
1 87751592 667224902
1 32136073 531057023
1 393665025 78442415
2 111756789 395645245
1 202220069 39065060
1 258597383 532293131
1 205171952 613743829
1 924883850 829208542
1 432942843 588744843
2 228536553 106064013
1 57161590 228126430
1 41224908 377294422
2 915127211 58134041
1 670294892 94521329
2 793889727 381721456
2 326836696 28664293
1 117934546 584465597
2 39344953 993145442
2 907638584 898315225
1 921991330 459265136
1 345123024 129333821
1 602976681 46725952
1 112675696 452824596
1 663575789 628685430
1 92774757 192213177
1 331895561 153662468
1 653922309 798425664
2 109827685 623922531
1 504153536 130987068
1 429665329 545163289
1 762528394 779796309
1 785055498 81206296
1 508189556 392382151
1 843025003 771606162
2 22084406 805424358
1 527109820 557679443
2 220413231 868860920
1 333236259 857432215
2 94050696 162083480
1 974414526 274646460
2 867775151 928494658
2 630437955 879373965
2 658818103 330173189
2 115777311 835038951
1 655916091 741159964
1 5011526 269833827
2 960549519 114169912
1 111647337 142042637
2 936665599 483589883
1 549192110 180056542
2 898836489 344897625
1 871526499 552891084
2 587202626 427177217
1 885836135 891279941
1 426657649 387209410
1 729329247 147480900
1 429571211 756300641
1 48828498 114791310
1 340639789 89014468
1 116247258 350525014
2 65310091 302555820
2 757292799 831980671
1 825435884 356542768
1 174294223 195311453
2 130967905 799819738
2 536369969 781202524
1 519658796 89392023
1 111111811 731391743
2 301496163 332088268
2 825022964 6530916
1 141433298 598020835
2 931509876 523677880
1 381970074 942412835
1 790208262 784364964
1 298627296 152659411
1 870471296 352468508
1 162367240 601970990
1 490607670 98883788
2 625081974 55714472
1 197459666 635350425
1 596625906 683432877
1 275021434 900432894
2 532812309 117153020
1 883527605 746521877
1 383475645 269719446
1 50562765 197845721
1 146605893 634479120
1 453094984 190383826
1 795156125 398257594
1 55789725 355037983
1 287327514 570289342
2 699664416 432367318
2 449794102 340013452
1 198658513 309535484
1 969638552 254724959
1 485454612 538267509
1 516892406 632294105
1 366852813 269677554
1 72363110 169519077
2 937701065 706797769
2 734333740 358648871
2 453943166 560876818
2 437363934 86598704
1 572427330 59396750
1 253172451 904279250
2 877808126 108518792
1 871850521 703761544
1 45410281 853898082
1 12824763 797427041
2 383733726 519340941
2 441671483 114625680
1 883917944 864498509
2 868506918 342400745
2 715922177 946133276
1 888387858 828415462
2 456520963 581732988
1 141248122 780735097
1 993480268 530487429
1 411417464 943457755
1 950011297 298953234
1 340604657 498550944
1 274775884 861419916
1 194598558 793348503
1 668537618 477304622
2 533413560 484960342
1 861867652 425406727
1 158849367 459137948
2 284567522 280260385
1 315792208 87548119
1 155737553 845971225
1 959430788 491527171
2 901828367 882762221
2 14364299 902604829
2 662154047 355787753
1 475052163 4987642
1 466865425 494930415
1 158654691 482185710
1 955946227 56052560
2 104141358 104631601
2 784729826 257109355
1 23154947 470654122
2 404465484 65646833
2 761476348 277928363
1 589349497 2416115
1 215831729 176968098
2 700056742 938244528
1 201251966 155048537
1 313860286 622968348
2 551102750 79928317
1 367975779 963497940
1 110087188 251948649
1 339914869 642702263
2 235423289 94340449
2 294332867 197656628
2 722545731 599055710
1 145887229 647816576
1 444581315 775531870
2 56215132 500876000
1 681101877 191408229
2 468638680 587761211
2 706079280 872804216
1 117403592 812182798
1 61614850 59623252
2 96620706 992525766
1 167306230 859713687
2 770356171 990236812
2 122616515 817423641
1 531313850 347851302
1 23550985 684413847
2 307678802 809981816
2 101283432 109088131
1 997317102 798668479
2 402281276 862884976
2 354354317 660852688
1 863985612 514738448
1 980336820 819372534
2 998850980 601730839
1 638010154 443787385
1 369165312 481142601
1 110227498 108150103
1 721716872 907829448
1 290963133 190090690
1 112473451 555681597
2 389214837 298576697
2 675324207 722872654
1 35090556 356455414
1 873427918 297785512
1 266071079 588650277
1 223224652 875773433
2 625706717 25373260
1 70266066 638743990
1 362236273 781879644
2 74310810 692258272
1 981462441 410331858
2 320322991 74490355
1 763152211 172365324
1 12624885 378539720
1 58996061 202330891
1 879426280 180524237
2 806490587 563494423
2 69642257 98825784
2 83481941 774160896
1 990227187 543046237
2 877866313 879446279
1 16971189 412427050
1 991600023 141464419
1 134326360 617819523
1 131908616 577963986
2 48002390 115296036
1 196395069 922537822
1 254761830 492663270
2 793534338 851149474
2 713706797 573968684
1 644181043 285725174
1 176708411 761358454
1 49951717 19885289
2 468108740 270994219
1 665743635 763472575
1 768383204 42835148
2 337249172 730467949
1 996650179 327111853
2 329362254 171539590
1 531686024 367550201
2 11714269 106202137
1 423177795 30845348
1 293687117 81954613
1 428753985 53568788
2 372293500 516990789
1 39978850 909634086
1 793657593 775212612
2 1442008 406486917
1 245846167 177991941
1 486295407 991628614
2 477897852 233337362
1 356796342 694756148
2 322020527 540206849
1 122942143 409328987
1 230213600 227421884
2 281428679 5795837
2 859185704 447063278
1 914094428 880019336
2 105946652 967393957
1 95241390 639703293
1 799478189 24743244
2 261102619 835605290
1 611676237 231275648
1 713960427 541760800
1 26150365 68015498
1 357289626 602467170
2 84504224 214275610
2 701725557 714225753
1 684716772 462901309
1 675246883 570771833
1 267889173 80585077
1 155175500 989481042
1 447995349 173142839
1 468268653 811168363
2 910316627 18048761
1 523622835 141002439
1 37643555 753510176
2 920726357 673700395
1 781289182 57759047
1 617696144 683142610
1 945082541 6191953
1 189491653 67963470
1 113114722 389083637
1 336821730 195922618
2 758657013 930983830
1 15241043 44129217
1 281338660 492846504
2 64965963 961247465
1 868282630 74781045
1 853626518 710126066
1 359949034 201980839
2 738089447 996769235
1 297557139 346399888
2 173002387 105743918
1 793806223 332774797
1 911984997 934034518
1 482310548 235591389
1 460927871 841213168
1 21398439 806773802
1 267227935 704576246
1 258173971 212963657
1 159267861 843294243
1 334128498 820907559
2 247399683 311110167
1 814320026 363394651
1 321986283 757646519
1 652039122 212472813
2 852369096 696965913
1 303957299 539706658
2 84740302 448597753
1 420078765 485055666
1 235053595 116322910
2 241479792 599749892
2 499897330 818398246
1 212787389 757374668
2 340856296 78375254
1 194685617 109065469
1 191975971 812685381
1 323263494 748895326
1 573666176 198823580
1 27022409 485052055
2 964214617 643467657
2 737543729 621842819
2 113062215 299577066
1 681964110 443551309
1 551972679 22944560
1 58686596 89098508
1 437044952 813414102
1 71690485 749612584
1 873617073 536451372
1 974067606 679391539
1 1603355 970762299
1 645834140 945017620
1 362117575 934406005
1 269277992 7167315
1 943884115 191598994
2 52359994 693607535
1 293131532 334172106
2 465407821 766783751
1 575880577 909039188
1 268392224 152450068
2 911607328 29002576
1 112751454 371584233
1 252747921 211654481
2 604151155 665779069
2 275471599 23905108
2 682848245 477844147
1 372669989 402190471
1 237864928 328777829
1 203317509 303869964
1 195141399 533964024
1 428043414 848420226
1 27149881 479990312
1 84408327 750018378
2 92736696 345500528
1 548501847 670729605
1 775981473 45407058
1 254637238 900634242
2 562304330 720827510
2 947710922 291256255
1 214535154 860268543
2 763139020 305169256
1 186190925 427202796
1 877794634 674737326
1 944193789 308344040
2 326190353 902995727
1 665323367 935457818
2 603341038 82528179
1 883637521 446396442
1 629565222 243735963
1 303803568 103433388
1 166803459 999576078
2 818064600 21424106
1 415945445 528801708
1 386149127 312796255
2 121342526 87348410
2 394194538 33527749
2 189076263 676438328
1 339058789 79929810
1 504174888 489850132
2 900346974 754793834
2 227558413 698850562
2 360967659 142142038
1 602759759 902906614
1 944322200 112042648
2 820243906 141798049
1 871838118 495304323
2 533294546 632175691
2 548003399 883248657
1 858364379 527955885
1 751764962 267421033
1 702113144 140454590
2 836418596 259389710
1 547256234 856043315
1 450635967 811358047
1 80971646 533305771
2 426986076 257609636
1 554361917 22173264
2 220062302 620269580
1 300710884 811784575
1 261445830 161501626
1 736736836 738272628
2 146246416 35200122
1 23452244 965336085
1 243070398 563261170
1 271091678 70511790
2 921172002 721204969
1 209649663 354199892
1 760699618 108329135
2 45539801 321730584
2 853343753 252662005
1 920591562 910189546
1 750282725 770762469
2 764559451 556032956
1 665961993 138448187
1 623653867 30345309
2 242050184 803415070
1 577001103 768871916
1 728436231 23462870
2 50016292 957713667
1 926984644 984536370
2 287348102 561806789
2 835101627 747411844
2 7750020 844040829
1 608861260 164597443
2 566389870 312516517
1 868412776 114661220
1 875664843 593583410
2 782149834 637835329
2 115392229 12438140
2 218442029 98607258
1 929546310 734278823
1 553594363 361300137
1 42883490 335794685
2 597639299 742681274
1 166019382 706495821
1 345893070 979573639
2 712430108 236988062
1 56165843 26980846
2 196288335 483164553
1 311686485 595116940
2 251890422 832054317
1 16088085 602483651
1 814536297 496272632
1 707096580 145201209
1 330510807 502422107
2 744133483 499667231
2 801785585 150442170
2 612587320 718483522
2 646804727 284825575
1 305169253 788686135
2 582872852 316604528
2 707018499 832893842
1 577850247 801028173
1 558233563 22923245
2 495416702 674411095
1 579497334 566331971
1 68598005 313908752
2 128909051 910903981
1 31591568 531022567
1 969857332 784276772
1 51772688 412690181
1 282354678 389191854
2 371164201 509710250
1 887424024 454621531
2 660361613 295120573
1 183542812 810502770
2 702687467 848661594
1 214705427 781584629
1 741648910 898143182
2 280212069 885584390
1 878436393 723362604
2 52223544 986249541
2 387305008 412335399
1 767918509 29662293
2 885782293 986357447
1 926121731 159438039
1 298736706 51051056
2 123030070 325591585
2 154820570 466623473
2 454423448 836020382
1 73124298 639430402
1 611848878 985369288
1 698429364 149684824
2 741019470 849541915
1 239475991 281604837
2 143670558 692427656
2 993347414 652115320
1 733176198 24171878
2 96403581 845294607
1 165985906 143864689
1 110900187 469594469
1 975021146 525669143
2 784548275 353265345
2 233930831 780402607
2 995241803 71835116
1 886511344 354615722
1 530451329 883846384
2 187261674 36390641
1 530263569 875647711
1 209522378 716909613
1 9528313 667040222
1 868456513 849748979
1 682341588 552394536
2 961665979 758181731
1 946258110 289143666
1 603972088 951167294
1 322223396 802342485
1 47320244 180865027
1 297153228 318652
1 673463990 315955171
2 742462111 680710507
1 287973769 339973823
2 511820539 141287669
1 13964032 410746879
1 200864843 91123217
1 886201571 590711852
2 256706602 966191569
1 951709134 710190860
1 58109359 686420975
1 996605427 367943567
1 71649329 57903692
1 533667091 96583496
1 934100291 318131267
1 737723546 496543491
2 430637319 494508621
2 788628003 201777137
1 641755367 319577935
1 830572601 582978085
2 104544720 27442950
1 492752983 2442449
1 35685687 414382474
1 469051952 91172774
1 681115799 425395283
1 622472193 142798145
1 309768361 776482999
1 470797919 370869085
1 590012876 414408733
1 578098705 888915907
2 541287139 672216481
1 137702526 526466663
1 128073031 537796301
1 103686321 46759330
1 118326488 729383850
1 29746728 382546323
